#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Draft,Round,Overall,Rk,Age,BTN Code,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,PTS,+/-,Sh,Miss,Blkd,Sh%,CoSH%,Dist,Wrist,Snap,Slap,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
17,Nov 19 '90,Winnetka,IL,USA,75,202,L,2009,1,21,,23,JOHNMOORE,John,Moore,NYR,,,D,74,4,11,15,7,115,52,83,3.5%,1.6%,42.9,48,17,36,1133.8,15.3,1566,21.2,0.72,78,4.11,4.2%,11.5%,15.6%,0,0,0.0%,0,122,59,57,52,27,4,6.5,3.1,3.0,2.8,1.4,0.2,25,10,1,0,0,0,5.0,,, ,,2,11,0,0,2,0,0,0,0%,1,0.7,3.4,4.1,0.06,0.22,21.3,20.4,5.3,1.1,2.9,0,4,0.05,0.21,,,,6,Concussion,965000,,2.3
11,Apr 16 '91,Auburn,NY,USA,73,192,R,2009,2,45,Y,22,JEREMYMORIN,Jeremy,Morin,CHI,,,RW/LW/C,24,5,6,11,5,46,15,16,10.9%,6.5%,27.2,29,5,3,220.0,9.2,347,14.5,0.63,45,12.18,11.1%,13.3%,24.4%,4,2,66.7%,0.4,29,20,2,15,0,9,7.9,5.5,0.5,4.1,0.0,2.5,32,6,0,2,0,0,2.6,,, ,,0,5,0,0,0,0,0,0,0%,3,1.2,0.4,1.6,0.07,0.44,6.1,5.5,3.2,1.9,0.9,0,2.8,0.12,0.76,,,,,,886667,,1.2
39,Jan 09 '84,Minneapolis,MN,USA,73,190,L,2004,9,263,,30,TRAVISMORIN,Travis,Morin,DAL,,,C,4,0,1,1,2,4,1,0,0.0%,0.0%,28.2,3,1,0,41.3,10.3,60,15.0,0.69,0,0.00,0.0%,6.7%,6.7%,19,19,50.0%,15.5,2,0,1,1,0,1,2.9,0.0,1.5,1.5,0.0,1.5,0,0,0,0,0,0,-0.1,,, ,,0,1,0,0,0,0,0,0,0%,3,0,0.1,0.1,0.03,0.15,1,1,2,-0.1,0.3,0,0.2,0.05,0.29,,,,,,550000,,-0.8
53,Aug 24 '78,Edmonton,AB,CAN,72,210,R,1996,1,13,,35,DEREKMORRIS,Derek,Morris,PHX,,,D,63,5,12,17,-2,82,54,64,6.1%,2.5%,57.4,21,0,57,1224.8,19.4,1688,26.8,0.73,77,3.79,5.7%,13.8%,19.5%,0,0,0.0%,0,83,99,104,54,23,21,4.1,4.8,5.1,2.6,1.1,1.0,41,18,1,0,0,0,-5.2,,, ,,3,17,0,1,0,0,0,0,0%,5,0.9,2.6,3.5,0.06,0.17,21.4,28.2,-0.2,1.7,3.1,0,4.8,0.08,0.24,,,,10,"Upper body, Lower body",2750000,,0.0
10,Jan 16 '79,Carlyle,SK,CAN,72,205,L,1997,1,25,,35,BRENDENMORROW,Brenden,Morrow,STL,,,LW,71,13,12,25,1,56,16,14,23.2%,15.1%,21.4,25,1,8,845.1,11.9,1196,16.8,0.71,77,5.45,10.5%,9.7%,20.2%,9,20,31.0%,0.6,67,110,20,16,13,12,4.8,7.8,1.4,1.1,0.9,0.9,76,28,2,0,1,0,-10.3,,, ,,6,17,0,0,3,0,0,0,0%,1,1.9,1,2.9,0.04,0.21,18,15.8,-3.2,2.7,1.5,0,4.2,0.06,0.30,,,,9,"Upper body, Foot",1500000,,1.6
21,Mar 10 '89,Bern,,CHE,74,215,L,,,,Y,24,SIMONMOSER,Simon,Moser,NSH,,,C/LW,6,1,1,2,0,7,2,2,14.3%,9.1%,33.4,2,2,0,60.8,10.1,89,14.8,0.68,15,14.31,6.7%,6.7%,13.3%,0,0,0.0%,0,8,5,1,2,0,1,7.9,4.9,1.0,2.0,0.0,1.0,2,1,0,0,0,0,-1.1,,, ,,0,2,0,0,0,0,0,0,0%,3,0.2,0.1,0.2,0.03,0.20,1.1,1.1,0.2,0.4,0.1,0,0.5,0.08,0.49,,,,,,570000,,-0.5
18,Dec 28 '81,Livonia,MI,USA,76,210,R,2001,7,220,,32,DAVIDMOSS,David,Moss,PHX,,,RW/LW,79,8,14,22,-1,151,61,57,5.3%,3.0%,30.1,99,5,10,1157.6,14.7,1721,21.8,0.67,69,3.59,6.2%,10.9%,17.1%,21,30,41.2%,1,91,120,49,61,16,32,4.7,6.2,2.5,3.2,0.8,1.7,18,9,0,0,0,0,8.0,,, ,,2,23,0,0,1,0,0,0,0%,4,0,1.3,1.3,0.02,0.07,21,26.5,0.1,-0.7,3,0,2.3,0.03,0.12,,,,3,Ankle,2100000,,-1.4
22,Mar 19 '78,Quincy,MA,USA,72,195,L,1997,7,182,,35,MIKEMOTTAU,Mike,Mottau,FLA,,,D,8,0,0,0,-3,1,1,3,0.0%,0.0%,103.5,1,0,0,101.3,12.7,153,19.1,0.66,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,10,3,5,1,0,1,5.9,1.8,3.0,0.6,0.0,0.6,4,2,0,0,0,0,-1.5,,, ,,0,2,0,0,0,0,0,0,0%,2,-0.1,-0.1,-0.2,-0.03,-0.12,2,2.8,-2.3,-0.5,-0.1,0,-0.6,-0.08,-0.36,,,,10,Leg,700000,,-1.8
26,Nov 01 '83,North York,ON,CAN,73,200,L,2003,9,263,,30,MATTMOULSON,Matt,Moulson,MIN,"NYI, BUF",55,LW,75,23,28,51,2,176,64,51,13.1%,7.9%,22.6,87,19,16,1346.8,18.0,1613,21.5,0.83,170,7.58,28.8%,35.0%,63.8%,2,7,22.2%,0.2,67,46,43,64,14,32,3.0,2.0,1.9,2.9,0.6,1.4,34,16,0,0,0,0,0.5,14,7,50%,2,5,26,1,1,5,0,0,0,0%,7,4.6,2,6.5,0.09,0.29,34.2,25.1,18.5,6.3,2.9,2.3,11.5,0.15,0.51,,,,4,Upper body,3133333,,6.0
18,Mar 06 '86,West Seneca,NY,USA,71,210,R,,,,,27,CHRISMUELLER,Chris,Mueller,DAL,,,C,9,0,0,0,-2,8,1,7,0.0%,0.0%,35.1,6,1,1,83.2,9.2,125,13.9,0.67,0,0.00,0.0%,0.0%,0.0%,29,25,53.7%,9.5,14,11,4,1,1,1,10.1,7.9,2.9,0.7,0.7,0.7,0,0,0,0,0,0,0.8,,, ,,0,2,0,0,0,0,0,0,0%,5,-0.2,0,-0.2,-0.02,-0.14,0.9,1.2,-2.2,-0.4,0,0,-0.4,-0.04,-0.29,,,,,,600000,,-1.5
5,Mar 26 '93,Boston,MA,USA,75,190,R,2011,1,20,Y,20,CONNORMURPHY,Connor,Murphy,PHX,,,D,30,1,7,8,5,30,10,29,3.3%,1.4%,45.5,12,0,14,539.4,18.0,681,22.7,0.79,33,3.70,2.8%,19.4%,22.2%,0,0,0.0%,0,68,44,38,10,13,13,7.6,4.9,4.2,1.1,1.4,1.4,10,5,0,0,0,0,3.6,,, ,,0,8,0,0,1,0,0,0,0%,3,0.3,1.6,2,0.07,0.22,9.2,12.6,5.7,0.8,2.2,0,3,0.10,0.33,,,,,,1075833,,1.1
7,Mar 31 '93,Aurora,ON,CAN,71,185,R,2011,1,12,Y,20,RYANMURPHY,Ryan,Murphy,CAR,,,D,48,2,10,12,-9,81,34,67,2.5%,1.1%,51.7,25,10,44,877.7,18.3,1064,22.2,0.82,139,9.49,3.2%,16.1%,19.4%,0,0,0.0%,0,57,22,58,34,46,32,3.9,1.5,4.0,2.3,3.1,2.2,10,5,0,0,0,0,7.4,,, ,,0,11,0,1,0,0,0,0,0%,2,0.5,1.2,1.8,0.04,0.12,15.5,14.7,-5.6,1.1,0.3,0,1.4,0.03,0.10,,,,,,1313333,,-0.9
6,Mar 12 '80,Bromma,,SWE,75,240,L,1999,8,241,,33,DOUGLASMURRAY,Douglas,Murray,MTL,,,D,53,0,2,2,-12,26,15,29,0.0%,0.0%,55.8,12,4,9,760.6,14.4,1038,19.6,0.73,0,0.00,0.0%,2.9%,2.9%,0,0,0.0%,0,94,144,115,15,17,5,7.4,11.4,9.1,1.2,1.3,0.4,42,6,2,0,1,1,-1.2,,, ,,0,15,0,0,0,0,0,0,0%,3,-0.7,0.8,0.1,0.00,0.01,10.9,17.8,-14.6,-1.9,0.8,0,-1.1,-0.02,-0.09,,,,13,"Upper body, Lower body, Shoulder",1500000,,-3.7
27,Sep 27 '93,Regina,SK,CAN,73,208,L,2012,1,2,Y,20,RYANMURRAY,Ryan,Murray,CBJ,,,D,66,4,17,21,4,62,29,47,6.5%,2.9%,48.5,19,3,35,1311.1,19.9,1487,22.5,0.88,80,3.68,4.6%,19.5%,24.1%,0,0,0.0%,0,94,26,97,29,26,12,4.3,1.2,4.4,1.3,1.2,0.5,10,5,0,0,0,0,3.5,,, ,,1,11,0,0,0,0,0,0,0%,2,1.2,3.3,4.5,0.07,0.21,26.4,29.7,1.4,2,3.4,0,5.4,0.08,0.25,,,,16,Lower body,3494167,,-0.7
6,Feb 21 '89,Woodstock,ON,CAN,75,214,L,2007,5,141,,24,JAKEMUZZIN,Jake,Muzzin,LAK,,,D,76,5,19,24,8,175,68,142,2.9%,1.3%,47.8,94,21,50,1445.7,19.0,2028,26.7,0.71,133,5.54,5.4%,20.7%,26.1%,0,0,0.0%,0,175,169,82,68,57,14,7.3,7.0,3.4,2.8,2.4,0.6,58,28,0,0,0,0,-5.2,,, ,,2,17,0,0,0,0,0,0,0%,4,1.5,4.4,5.9,0.08,0.24,29.4,25.8,-0.5,2.5,4.2,0,6.7,0.09,0.28,,,,,,1000000,,4.9
57,Feb 01 '90,Houston,TX,USA,80,219,R,2008,1,12,,23,TYLERMYERS,Tyler,Myers,BUF,,,D,62,9,13,22,-26,99,46,57,9.1%,4.5%,43.9,43,13,34,1356.9,21.9,1641,26.5,0.83,92,4.08,17.6%,25.5%,43.1%,0,0,0.0%,0,87,107,81,46,41,18,3.8,4.7,3.6,2.0,1.8,0.8,58,24,2,0,0,0,-4.4,,, ,,3,15,0,1,0,1,0,0,0%,4,1.8,1.8,3.7,0.06,0.16,29.6,28,-8.4,2.5,0.2,0,2.7,0.04,0.12,,,,17,"Lower body, Upper body, Soreness",5500000,,-7.0
65,Nov 22 '92,Zhukovskiy,,RUS,71,171,L,2011,1,27,Y,21,VLADISLAVNAMESTNIKOV,Vladislav,Namestnikov,TBL,,,C,4,0,0,0,-1,4,0,2,0.0%,0.0%,22.8,3,0,0,37.9,9.5,57,14.3,0.66,0,0.00,0.0%,0.0%,0.0%,12,14,46.2%,10.8,6,3,1,0,1,1,9.5,4.8,1.6,0.0,1.6,1.6,4,2,0,0,0,0,-2.1,,, ,,0,0,0,0,0,0,0,0,0%,2,-0.1,0,-0.1,-0.03,-0.16,0.4,0.4,-1.1,-0.2,0,0,-0.2,-0.05,-0.32,,,,,,1012500,,-2.0
61,Jun 16 '84,Brampton,ON,CAN,76,213,L,2002,1,1,,29,RICKNASH,Rick,Nash,NYR,,,LW/RW,65,26,13,39,10,258,75,82,10.1%,6.3%,30.4,167,41,9,1106.2,17.0,1592,24.5,0.69,109,5.91,31.0%,15.5%,46.4%,2,0,100.0%,0,47,11,29,75,49,51,2.5,0.6,1.6,4.1,2.7,2.8,36,13,2,0,0,0,8.6,4,0,0%,0,6,11,0,0,9,1,0,1,100%,7,4.3,1.8,6.1,0.09,0.33,26.2,22.5,8.9,6.5,3,-1.1,8.4,0.13,0.46,,,,17,Head,7800000,,-5.3
20,May 09 '89,Consort,AB,CAN,73,200,R,2007,1,21,,24,RILEYNASH,Riley,Nash,CAR,,,C,73,10,14,24,0,86,32,28,11.6%,6.8%,24.3,38,16,6,924.9,12.7,1361,18.6,0.68,84,5.44,9.8%,13.7%,23.5%,306,360,45.9%,14.9,132,81,22,32,18,54,8.6,5.3,1.4,2.1,1.2,3.5,29,7,1,0,1,0,0.5,3,1,33%,0,2,14,0,0,3,0,0,0,0%,3,1.3,1.1,2.5,0.03,0.16,18.9,16.6,4.5,1.9,1.8,0,3.8,0.05,0.25,,,,5,Lower body,575000,,2.8
28,Jan 03 '91,Jamsa,,FIN,75,192,R,2009,3,65,Y,23,JOONASNATTINEN,Joonas,Nattinen,MTL,,,C,1,0,0,0,0,0,0,0,0.0%,0.0%,0.0,0,0,0,1.8,1.8,2,2.0,0.88,0,0.00,0.0%,0.0%,0.0%,0,2,0.0%,3,0,0,1,0,0,0,0.0,0.0,34.3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,,, ,,0,0,0,0,0,0,0,0,0%,4,0,0,0,0.00,0.00,0.1,0,0,0,0,0,0,0.00,0.00,,,,,,900000,,-1.6
18,Sep 03 '87,Whitby,ON,CAN,74,208,L,2005,2,33,,26,JAMESNEAL,James,Neal,PIT,,,RW/LW,59,27,34,61,15,238,84,105,11.3%,6.3%,31.0,126,63,20,1088.5,18.4,1251,21.2,0.87,153,8.44,28.7%,36.2%,64.9%,5,13,27.8%,0.5,71,58,23,84,22,31,3.9,3.2,1.3,4.6,1.2,1.7,55,25,1,0,0,0,0.9,4,0,0%,0,2,16,3,0,4,0,0,0,0%,5,6.8,1.9,8.7,0.15,0.48,30.4,22.3,16.2,11.9,2.7,-1.1,13.5,0.23,0.74,,,,18,"Upper body, Concussion, Lower body",5000000,,4.7
25,Jun 18 '79,Flesherton,ON,CAN,73,215,R,1998,6,161,,34,CHRISNEIL,Chris,Neil,OTT,,,RW,76,8,6,14,-10,99,35,40,8.1%,4.6%,30.2,66,5,6,897.0,11.8,1353,17.8,0.66,42,2.80,6.0%,4.5%,10.4%,1,2,33.3%,0,84,253,18,35,13,16,5.6,16.9,1.2,2.3,0.9,1.1,211,41,15,5,0,0,-22.5,,, ,,1,20,0,0,0,0,0,0,0%,2,0,0.3,0.3,0.00,0.02,16.4,14.6,-7.3,-1.1,-0.4,0,-1.5,-0.02,-0.10,,,,6,Lower body,1900000,,-4.8
29,Oct 15 '91,Warroad,MN,USA,75,196,L,2010,1,30,Y,22,BROCKNELSON,Brock,Nelson,NYI,,,C,72,14,12,26,-10,132,56,73,10.6%,5.4%,27.5,81,20,9,1026.9,14.3,1454,20.2,0.71,45,2.62,10.2%,8.8%,19.0%,191,260,42.4%,10.4,94,74,38,56,23,32,5.5,4.3,2.2,3.3,1.3,1.9,12,6,0,0,0,0,10.7,4,3,75%,1,2,21,0,0,1,1,0,0,0%,4,1.6,0.7,2.3,0.03,0.13,21.7,20.5,-1.7,1.7,1.6,1.5,4.8,0.07,0.28,,,,,,2825000,,-0.2
37,Feb 08 '92,Stockholm,,SWE,75,235,L,2010,2,41,Y,21,PATRIKNEMETH,Patrik,Nemeth,DAL,,,D,8,0,0,0,-3,3,2,1,0.0%,0.0%,34.2,2,0,0,110.1,13.8,157,19.6,0.70,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,20,16,11,2,5,1,10.9,8.7,6.0,1.1,2.7,0.5,6,3,0,0,0,0,-2.5,,, ,,0,1,0,0,0,0,0,0,0%,4,-0.1,-0.1,-0.2,-0.03,-0.11,1.7,1.9,-3.1,-0.4,-0.3,0,-0.7,-0.09,-0.38,,,,,,870000,,-2.2
55,May 18 '90,Roseau,MN,USA,70,182,L,2008,2,40,Y,23,AARONNESS,Aaron,Ness,NYI,,,D,20,1,2,3,-13,23,9,17,4.3%,2.0%,49.7,16,2,4,295.9,14.8,418,20.9,0.71,0,0.00,2.7%,5.4%,8.1%,0,0,0.0%,0,31,14,26,9,7,3,6.3,2.8,5.3,1.8,1.4,0.6,10,5,0,0,0,0,-1.6,,, ,,0,6,0,0,0,0,0,0,0%,1,0.1,-0.5,-0.4,-0.02,-0.08,4.4,5.5,-11.4,0.2,-1.2,0,-1,-0.05,-0.20,,,,,,875000,,-2.5
45,Feb 19 '82,Brampton,ON,CAN,71,205,L,2002,5,139,,31,KRISNEWBURY,Kris,Newbury,PHI,,,C/LW,4,0,1,1,0,1,2,0,0.0%,0.0%,43.7,1,0,0,20.1,5.0,31,7.8,0.65,7,20.90,0.0%,14.3%,14.3%,6,8,42.9%,5.8,3,10,0,2,0,0,9.0,29.9,0.0,6.0,0.0,0.0,7,1,1,0,0,0,-1.0,,, ,,0,0,0,0,0,0,0,0,0%,4,0.1,0,0.1,0.03,0.30,0.6,0.6,0,0.1,0,0,0.1,0.03,0.30,,,,,,600000,,-1.0
43,Mar 04 '95,Chelyabinsk,,RUS,76,205,L,2013,1,10,Y,18,VALERINICHUSHKIN,Valeri,Nichushkin,DAL,,,RW/LW,79,14,20,34,20,128,51,41,10.9%,6.4%,24.1,69,10,11,1182.2,15.0,1497,18.9,0.79,147,7.44,12.2%,17.4%,29.6%,0,1,0.0%,0,120,86,27,51,59,25,6.1,4.4,1.4,2.6,3.0,1.3,8,3,0,0,0,0,13.3,1,0,0%,0,2,16,0,1,2,0,1,2,200%,4,2.1,2.1,4.1,0.05,0.21,22.7,20.9,19.5,4.2,3.7,-0.3,7.5,0.09,0.38,,,,,,2125000,,3.8
22,Sep 08 '92,Chur,,CHE,74,209,L,2010,1,5,,21,NINONIEDERREITER,Nino,Niederreiter,MIN,,,RW/LW,81,14,22,36,12,143,47,37,9.8%,6.2%,27.1,85,12,12,1141.0,14.1,1583,19.5,0.72,128,6.73,12.3%,19.3%,31.6%,7,19,26.9%,0.5,114,175,23,47,24,37,6.0,9.2,1.2,2.5,1.3,1.9,44,22,0,0,0,0,-5.6,2,1,50%,1,4,22,1,1,1,0,0,0,0%,3,2.3,1.9,4.2,0.05,0.22,24.9,21.7,10.8,3.2,4,0.3,7.5,0.09,0.39,,,,1,Upper body,2795000,,2.6
51,Apr 24 '84,Herning,,DNK,73,180,L,2002,3,87,,29,FRANSNIELSEN,Frans,Nielsen,NYI,,,C,80,25,33,58,-11,167,54,61,15.0%,8.9%,27.9,87,37,12,1467.0,18.3,1983,24.8,0.74,206,8.42,22.9%,30.3%,53.2%,534,550,49.3%,22.7,87,39,47,54,35,50,3.6,1.6,1.9,2.2,1.4,2.0,8,4,0,0,0,0,9.4,15,8,53%,4,4,23,0,0,0,1,0,1,100%,8,5.3,1.1,6.3,0.08,0.26,34.1,32.4,-0.1,9.3,2.7,2.9,14.9,0.19,0.61,,,,2,Hand,2750000,,10.1
83,Nov 05 '92,Long Beach,CA,USA,71,190,L,2011,2,47,Y,21,MATTHEWNIETO,Matt,Nieto,SJS,,,LW,66,10,14,24,-4,124,33,42,8.1%,5.0%,29.4,62,18,17,929.1,14.1,1377,20.9,0.67,113,7.29,9.6%,13.5%,23.1%,3,8,27.3%,0.2,79,7,45,33,29,17,5.1,0.5,2.9,2.1,1.9,1.1,16,7,0,0,0,0,1.5,,, ,,2,20,0,0,2,0,0,0,0%,4,1.2,0.8,2,0.03,0.13,13.6,13.6,-7.3,3.8,1.2,0,5,0.08,0.32,,,,3,"Hand, Lower body",925000,,3.4
6,Jun 16 '86,Omsk,,RUS,76,223,L,2004,5,136,,27,NIKITANIKITIN,Nikita,Nikitin,CBJ,,,D,66,2,13,15,9,95,32,70,2.1%,1.0%,56.0,46,3,43,1129.0,17.1,1298,19.7,0.87,95,5.05,1.7%,11.2%,12.9%,0,0,0.0%,0,76,84,72,32,21,13,4.0,4.5,3.8,1.7,1.1,0.7,20,10,0,0,0,0,-0.9,,, ,,0,14,1,0,1,0,0,0,0%,1,0.5,3.3,3.8,0.06,0.20,19.4,21.2,7.8,1.1,3.1,0,4.3,0.07,0.23,,,,8,"Lower body,Groin",2150000,,0.5
2,Dec 06 '86,Virginia,MN,USA,72,209,R,2005,1,28,,27,MATTNISKANEN,Matt,Niskanen,PIT,,,D,81,10,36,46,33,162,74,118,6.2%,2.8%,52.7,32,23,102,1724.6,21.3,1932,23.9,0.89,79,2.75,10.9%,39.1%,50.0%,0,0,0.0%,0,185,124,76,74,49,19,6.4,4.3,2.6,2.6,1.7,0.7,51,23,1,0,0,0,-7.2,,, ,,1,17,0,0,6,0,0,0,0%,3,4.1,7,11.1,0.14,0.39,38.4,31.5,32.3,8.7,7.3,0,16,0.20,0.56,,,,,,2300000,,12.0
71,Jun 23 '89,St. Catharines,ON,CAN,75,221,L,2009,7,186,,24,JORDANNOLAN,Jordan,Nolan,LAK,,,C/RW,64,6,4,10,-1,58,17,26,10.3%,5.9%,33.1,32,10,5,576.0,9.0,815,12.7,0.71,0,0.00,6.5%,4.3%,10.8%,1,3,25.0%,0.1,71,100,11,17,16,5,7.4,10.4,1.1,1.8,1.7,0.5,54,12,6,0,0,0,4.0,,, ,,3,14,0,0,1,0,0,0,0%,2,0.2,0.7,0.9,0.01,0.09,9,8.8,-4,0.4,1.1,0,1.6,0.03,0.17,,,,,,700000,,0.4
42,Feb 25 '92,Stockholm,,SWE,73,160,L,2010,3,90,Y,21,JOAKIMNORDSTROM,Joakim,Nordstrom,CHI,,,C,16,1,2,3,-2,26,9,11,3.8%,2.2%,30.7,14,3,2,187.0,11.7,295,18.4,0.63,34,10.91,3.3%,6.7%,10.0%,10,17,37.0%,2.8,24,17,7,9,2,9,7.7,5.5,2.2,2.9,0.6,2.9,2,1,0,0,0,0,-0.3,,, ,,1,6,0,0,0,0,0,0,0%,5,-0.1,0.1,0,0.00,0.00,3.2,4.1,-3.6,-0.2,0.3,0,0.1,0.01,0.03,,,,,,766667,,-1.2
93,Apr 12 '93,Burnaby,BC,CAN,73,180,L,2011,1,1,,20,RYANNUGENT-HOPKINS,Ryan,Nugent-Hopkins,EDM,,,C,80,19,37,56,-12,178,57,72,10.7%,6.2%,26.2,90,42,12,1631.0,20.4,2089,26.1,0.78,209,7.68,23.5%,45.7%,69.1%,543,737,42.4%,26.9,78,72,35,57,50,63,2.9,2.6,1.3,2.1,1.8,2.3,26,13,0,0,0,0,1.0,1,0,0%,0,2,18,1,1,4,1,0,0,0%,4,3.8,1.6,5.4,0.07,0.20,38,33.1,12.4,5.5,2.3,-0.3,7.5,0.09,0.28,,,,2,Shoulder,3775000,,0.9
14,Sep 01 '89,Halmstad,,SWE,71,185,L,2008,4,121,,24,GUSTAVNYQUIST,Gustav,Nyquist,DET,,,RW/C,57,28,20,48,16,153,60,52,18.3%,10.6%,29.6,96,26,2,960.6,16.9,1265,22.2,0.76,112,7.00,38.9%,27.8%,66.7%,5,4,55.6%,0.2,72,18,14,60,19,34,4.5,1.1,0.9,3.7,1.2,2.1,10,5,0,0,0,0,4.0,3,0,0%,0,3,14,1,1,6,0,0,0,0%,6,6,1.7,7.7,0.14,0.48,23.9,18.3,18.2,11.1,2.8,-0.8,13.1,0.23,0.82,,,,3,Groin,950000,,11.4
24,Feb 14 '83,Syosset,NY,USA,73,193,L,2002,1,10,,30,ERICNYSTROM,Eric,Nystrom,NSH,,,LW/RW,79,15,6,21,-25,120,37,51,12.5%,7.2%,29.8,78,16,8,1172.9,14.8,1573,19.9,0.75,14,0.70,12.7%,5.1%,17.8%,2,8,20.0%,0.2,98,154,35,37,16,26,5.0,7.9,1.8,1.9,0.8,1.3,60,10,6,1,0,0,3.8,,, ,,3,17,0,0,1,0,1,1,100%,6,0.7,0.2,0.9,0.01,0.05,22.6,28.8,-20.5,-0.6,2,0,1.4,0.02,0.07,,,,3,Upper body,2500000,,-3.0
55,Aug 09 '83,Port Hope,ON,CAN,75,230,L,2003,8,250,,30,SHANEO'BRIEN,Shane,O'Brien,CGY,,,D,45,0,3,3,-8,16,14,27,0.0%,0.0%,52.5,8,3,4,506.7,11.3,741,16.5,0.68,12,1.40,0.0%,5.0%,5.0%,0,0,0.0%,0,29,56,38,14,9,3,3.4,6.6,4.5,1.7,1.1,0.4,58,14,2,2,0,0,-7.6,,, ,,0,14,0,0,0,0,0,0,0%,1,-0.3,0.6,0.3,0.01,0.04,10.2,12.1,-4.2,-1.3,0.8,0,-0.6,-0.01,-0.07,,,,,,2000000,,-4.1
58,Jun 21 '90,Ottawa,ON,CAN,72,185,R,2008,2,39,Y,23,ERICODELL,Eric,O'Dell,WPG,,,C,30,3,4,7,-2,17,12,2,17.6%,9.7%,21.7,7,3,2,290.7,9.7,403,13.4,0.72,0,0.00,5.4%,7.1%,12.5%,78,78,50.0%,8.8,32,31,12,12,4,15,6.6,6.4,2.5,2.5,0.8,3.1,10,5,0,0,0,0,0.5,,, ,,1,7,0,0,1,0,0,0,0%,3,0.3,0.2,0.5,0.02,0.10,6.1,5.9,-1.8,0.1,0.3,0,0.4,0.01,0.08,,,,,,630000,,-0.7
90,Feb 07 '91,Clinton,ON,CAN,72,200,L,2009,2,33,,22,RYANO'REILLY,Ryan,O'Reilly,COL,,,C,80,28,36,64,-1,201,50,69,13.9%,8.8%,27.1,137,14,18,1584.9,19.8,1941,24.3,0.82,119,4.49,22.8%,29.3%,52.0%,192,179,51.8%,7.7,65,22,43,50,33,83,2.5,0.8,1.6,1.9,1.2,3.1,2,1,0,0,0,0,10.0,7,3,43%,1,8,21,2,1,6,0,0,0,0%,7,5.8,1.3,7.1,0.09,0.27,36.7,31.9,-8.9,10,1.4,0.7,12.1,0.15,0.46,,,,2,Shoulder,5000000,,3.3
27,Oct 01 '81,Stockholm,,SWE,72,190,L,2001,7,221,,32,JOHNODUYAODUYA,Johnny,Oduya,CHI,,,D,77,3,13,16,11,83,27,51,3.6%,1.9%,53.8,25,5,49,1547.7,20.1,2187,28.4,0.71,46,1.80,2.3%,10.0%,12.3%,1,0,100.0%,0,145,49,114,27,52,15,5.6,1.9,4.4,1.0,2.0,0.6,38,19,0,0,0,0,-4.5,,, ,,0,21,0,0,1,0,0,0,0%,4,0.2,3.3,3.5,0.05,0.14,22.6,32.3,-1.7,0.9,4.8,0,5.7,0.07,0.22,,,,5,"Lower body, Upper body",3375000,,-0.2
21,Apr 16 '88,St. Paul,MN,USA,72,216,R,2006,1,7,,25,KYLEOKPOSO,Kyle,Okposo,NYI,,,RW,71,27,42,69,-9,195,80,106,13.8%,7.1%,28.6,99,36,29,1450.0,20.4,1577,22.2,0.92,193,7.99,37.5%,58.3%,95.8%,97,107,47.5%,4.8,105,43,35,80,39,44,4.3,1.8,1.4,3.3,1.6,1.8,51,18,1,1,0,0,0.5,3,2,67%,2,3,19,1,0,4,0,0,0,0%,6,6.8,1.2,7.9,0.11,0.33,40,31.7,9.5,10.8,2.7,0.9,14.4,0.20,0.60,,,,10,Lower body,2800000,,9.5
5,Dec 21 '92,Toronto,ON,CAN,79,250,L,2011,1,14,Y,21,JAMIEOLEKSIAK,Jamie,Oleksiak,DAL,,,D,7,0,0,0,-3,5,1,3,0.0%,0.0%,41.8,1,0,3,124.5,17.8,154,22.0,0.81,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,12,16,14,1,7,1,5.8,7.7,6.7,0.5,3.4,0.5,2,1,0,0,0,0,0.6,,, ,,0,2,0,0,0,0,0,0,0%,5,-0.2,0,-0.2,-0.03,-0.10,2.7,4.1,-3.6,-0.6,0,0,-0.6,-0.09,-0.29,,,,,,1369167,,-3.0
