#,DOB,Birth City,S/P,Ctry,Nat,HT,Wt,S,Draft,Round,Overall,Rk,Age,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,CoSH%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,OpenFOT,OpenFOW,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,Grit,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,OPS,DPS,PS,PS/G,PS/60,DIA,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,1st Star,2nd Star,3rd Star,FO GAR,PenD GAR,PenT GAR,SRF GAR,SRA GAR,Sh GAR,GAR,dCFImpact,dCAImpact,dCorsiImpact,dCorsi60,dFFImpact,dFAImpact,dFenwickImpact,dFenwick60,Days,Ginj,Injury,Cap Cost,CHIP,Bonuses,GVS
17,Sep 14 '89,Halifax,NS,CAN,CA,74,193,L,2007,3,77,,25,Alex,Killorn,TBL,TBL,,C/LW,71,15,23,13,38,8,130,50,45,11.5%,6.7%,1201.8,16.9,1472,20.7,0.82,141,7.04,26.8%,41.1%,67.9%,35,45,43.8%,1.9,,,117,60,21,50,39,29,5.8,3.0,1.0,2.5,1.9,1.4,36,18,0,0,0,0,117,0.1,,, ,,1,10,0,0,5,1,0,0,0%,2.6,1.4,4.0,0.06,0.20,4,24.5,23.9,-0.3,5.0,2.8,0.0,7.8,0.11,0.39,1,3,2,0.03,0.04,0.51,4.96,0.49,0.67,6.7,-30.1,-35.9,5.7,0.4,-31.1,-35.5,4.4,0.3,186,11,"Undisclosed, Upper body",2.55,0.093,0,3.5
4,Feb 10 '87,Sumperk,,CZE,CZ,75,199,L,2005,1,19,,27,Jakub,Kindl,DET,DET,,D,35,5,8,3,13,2,54,20,44,9.3%,4.2%,556.9,15.9,812,23.2,0.69,26,2.85,17.9%,28.6%,46.4%,0,0,0.0%,.0,,,27,31,25,20,22,2,2.9,3.3,2.7,2.2,2.4,0.2,22,11,0,0,0,0,78,-3.5,,, ,,0,15,0,0,0,0,0,0,0%,1.3,1.3,2.7,0.08,0.29,1,14.4,10.6,2.6,2.1,1.2,0.0,3.3,0.09,0.36,0,1,0,0,0.03,-0.6,0.31,2.1,2.3,4.14,26.0,-7.7,33.8,4.4,22.7,-9.5,32.1,4.2,186,12,Elbow,2.4,0.351,0,-0.6
74,Jul 05 '89,Meadow Lake,SK,CAN,CA,76,230,L,2007,4,109,,25,Dwight,King,LAK,LAK,,LW,81,13,13,9,26,-3,127,38,34,10.2%,6.5%,1166.0,14.4,1504,18.6,0.78,150,7.72,36.1%,36.1%,72.2%,3,2,60.0%,.1,,,129,124,14,38,23,20,6.6,6.4,0.7,2.0,1.2,1.0,21,8,1,0,0,0,160,-3.8,1,0,0%,0,4,17,0,0,1,0,0,0,0%,1.1,1.2,2.4,0.03,0.12,4,21.7,24.6,-6.9,1.4,3.2,-0.3,4.3,0.05,0.22,1,1,1,0,-1.65,1.82,2.28,0.81,-0.54,2.72,13.0,34.8,-21.9,-1.3,14.8,45.6,-30.9,-1.8,186,,,1.95,0,0,1.3
84,Jul 20 '93,Karlstad,,SWE,SE,75,210,L,2011,1,19,Y,21,Oscar,Klefbom,EDM,EDM,,D,60,2,18,7,20,-21,98,56,73,2.0%,0.9%,1319.9,22.0,1674,27.9,0.79,65,2.97,4.8%,42.9%,47.6%,0,0,0.0%,.0,,,117,45,102,56,48,48,5.3,2.0,4.6,2.5,2.2,2.2,4,2,0,0,0,0,151,5.5,1,0,0%,0,0,18,0,1,0,0,0,0,0%,0.9,1.3,2.1,0.04,0.10,3,22.5,29.1,-4.4,2.2,2.1,-0.3,4.0,0.07,0.18,0,0,0,0,-0.68,2,0.23,-1.12,-2.06,-1.63,-45.2,-25.2,-20.0,-1.1,-10.0,-31.2,21.2,1.1,156,2,Foot,1.043,0.03,0.35,2.8
8,Dec 13 '84,Kitchener,ON,CAN,CA,73,199,R,2003,2,37,,30,Kevin,Klein,NYR,NYR,,D,65,9,17,6,26,24,76,30,69,11.8%,5.1%,1201.8,18.5,1714,26.4,0.70,47,2.35,15.5%,29.3%,44.8%,0,1,0.0%,.0,,,96,126,115,30,44,15,4.8,6.3,5.7,1.5,2.2,0.7,25,4,3,0,0,0,269,2.8,,, ,,2,14,2,0,4,0,0,0,0%,2.5,4.0,6.5,0.10,0.32,7,23.0,32.3,6.5,5.5,5.8,0.0,11.3,0.17,0.56,3,1,0,-0.01,-1,1.74,-3.04,2.09,4.98,4.76,25.5,-18.1,43.6,2.5,-9.4,-6.9,-2.4,-0.1,186,17,"Arm, Foot",2.9,0.566,0,6.3
48,Jan 28 '91,Gothenburg,,SWE,SE,75,205,R,2009,2,34,Y,24,Carl,Klingberg,WPG,WPG,,LW,2,0,0,0,0,-1,0,0,0,0.0%,0.0%,6.6,3.3,15,7.5,0.44,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,1,2,0,0,1,0,9.1,18.1,0.0,0.0,9.1,0.0,0,0,0,0,0,0,2,1.0,,, ,,0,1,0,0,0,0,0,0,0%,0.0,0.0,-0.1,-0.05,-0.91,2,0.3,0.3,-1.1,-0.2,-0.1,0.0,-0.2,-0.10,-1.81,0,0,0,0,0,0,0,0,0,0,-0.9,0.2,-1.0,-10.2,-1.4,1.5,-2.9,-29.0,11,,,0.038,0,0,-0.2
3,Aug 14 '92,Gothenburg,,SWE,SE,74,180,R,2010,5,131,Y,22,John,Klingberg,DAL,DAL,,D,65,11,29,18,40,5,98,42,97,11.2%,4.6%,1419.7,21.8,1755,27.0,0.81,161,6.81,13.6%,35.8%,49.4%,0,0,0.0%,.0,,,165,54,77,42,59,32,7.0,2.3,3.3,1.8,2.5,1.4,32,16,0,0,0,0,163,5.3,2,0,0%,0,1,13,1,1,3,0,0,0,0%,4.0,2.7,6.7,0.10,0.28,5,31.2,24.9,11.0,8.7,2.1,-0.5,10.2,0.16,0.43,2,3,3,0,1.08,-0.17,5.53,-0.33,4.84,10.95,64.4,-14.0,78.4,4.1,26.6,-3.7,30.4,1.6,154,3,Upper body,0.72,0.032,0.1,9.6
12,Aug 12 '86,Lethbridge,AB,CAN,CA,75,214,L,,,,,28,Rob,Klinkhammer,EDM,"ARI, PIT, EDM",19,LW/C,69,5,4,3,9,-4,64,30,24,7.8%,4.2%,774.0,11.2,1106,16.0,0.70,56,4.34,27.8%,22.2%,50.0%,10,27,27.0%,.9,,,83,236,12,30,12,13,6.4,18.3,0.9,2.3,0.9,1.0,27,11,1,0,0,0,276,10.7,1,1,100%,1,2,18,0,0,0,0,0,0,0%,-0.6,0.8,0.2,0.00,0.02,3,13.1,13.4,3.0,-1.9,1.6,0.6,0.3,0.00,0.02,0,0,2,0,1.88,0.97,1.29,3.15,-0.59,6.7,-11.3,-82.7,71.4,17.7,14.1,-76.0,90.1,17.8,186,1,Upper body,0.625,0.008,0,0.1
10,Sep 10 '90,Oliver,BC,CAN,CA,74,195,R,2009,5,135,Y,24,Corban,Knight,CGY,CGY,,C,2,0,0,0,0,0,2,1,1,0.0%,0.0%,12.8,6.4,20,10.0,0.64,0,0.00,0.0%,0.0%,0.0%,9,2,81.8%,8.2,,,2,4,1,1,0,0,9.4,18.8,4.7,4.7,0.0,0.0,0,0,0,0,0,0,5,0.0,1,0,0%,0,0,1,0,0,0,0,0,0,0%,0.0,0.0,0.0,0.00,0.00,3,0.1,0.1,0.0,0.0,0.0,-0.3,-0.3,-0.15,-1.41,0,0,0,0.05,-0.03,0.04,0,0,-0.1,-0.04,0.4,-1.9,2.3,10.6,0.5,-1.0,1.5,6.9,11,,,0.222,0,5.7,-0.7
29,Feb 18 '94,Winchester,ON,CAN,CA,74,184,L,2012,1,10,Y,20,Slater,Koekkoek,TBL,TBL,,D,3,0,0,0,0,0,6,1,1,0.0%,0.0%,49.8,16.6,68,22.7,0.73,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,8,2,3,1,0,1,9.6,2.4,3.6,1.2,0.0,1.2,2,1,0,0,0,0,7,0.2,,, ,,0,1,0,0,0,0,0,0,0%,-0.1,0.1,0.0,0.00,0.00,3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4.8,6.6,-1.9,-2.7,6.2,5.6,0.6,0.9,8,,,0.062,0,0.5,-0.1
9,Mar 12 '83,Turku,,FIN,FI,75,215,L,2001,1,6,,31,Mikko,Koivu,MIN,MIN,,C,80,14,34,17,48,2,179,57,65,7.8%,4.7%,1541.6,19.3,1949,24.4,0.79,190,7.41,19.7%,47.9%,67.6%,989,802,55.2%,36.6,65,32,58,40,41,57,26,60,2.3,1.6,1.6,2.2,1.0,2.3,38,19,0,0,0,0,119,-15.4,6,3,50%,1,1,15,1,0,4,1,0,0,0%,2.8,1.8,4.6,0.06,0.18,3,35.0,28.7,-1.5,3.8,3.1,0.4,7.4,0.09,0.29,5,6,2,2.27,-2.79,1.03,7.17,5.01,-3.09,9.6,-24.3,-77.0,52.6,2.9,-2.4,-37.8,35.5,2.0,186,1,Eye,6.75,0.082,0,-5.8
47,Jan 23 '87,Narva,,EST,EE,71,198,L,2006,6,180,,28,Leo,Komarov,TOR,TOR,,C,62,8,18,12,26,0,84,25,29,9.5%,5.8%,911.4,14.7,1253,20.2,0.73,142,9.34,25.0%,56.3%,81.3%,95,97,49.5%,4.8,,,53,250,25,25,18,51,3.5,16.5,1.6,1.6,1.2,3.4,18,9,0,0,0,0,293,3.9,,, ,,3,13,0,0,1,0,0,0,0%,1.4,1.0,2.4,0.04,0.16,6,16.2,23.8,3.6,3.4,3.5,0.0,6.9,0.11,0.45,1,0,3,0.18,-0.47,1.11,1.51,0.47,0.49,3.29,-2.5,-68.2,65.7,5.4,14.5,-41.7,56.2,4.6,186,20,"Concussion, Upper body",2.95,0.504,0,1.8
82,Feb 05 '82,Ilava,,SVK,SK,75,210,L,2000,2,38,,32,Tomas,Kopecky,FLA,FLA,,RW,64,2,6,5,8,-19,106,38,40,1.9%,1.1%,825.8,12.9,1150,18.0,0.72,120,8.75,20.0%,60.0%,80.0%,3,1,75.0%,.1,,,104,88,22,38,12,11,7.6,6.4,1.6,2.8,0.9,0.8,28,14,0,0,0,0,138,2.0,1,0,0%,0,0,20,0,0,1,0,0,0,0%,-1.2,0.1,-1.1,-0.02,-0.08,4,12.8,15.5,-19.2,-2.7,0.3,-0.3,-2.6,-0.04,-0.19,0,0,1,0.01,0.78,0.34,-0.75,2.54,-5.33,-2.41,-6.6,14.2,-20.8,-1.9,-8.4,12.0,-20.5,-1.8,186,9,"Flu, Undisclosed",3,0.183,0,-7.8
11,Aug 24 '87,Jesenice,,SVN,SI,75,224,L,2005,1,11,,27,Anze,Kopitar,LAK,LAK,,C,79,16,48,30,64,-2,134,56,63,11.9%,6.3%,1531.8,19.4,1820,23.0,0.84,264,10.33,21.9%,65.8%,87.7%,752,678,52.6%,30.1,56,25,111,105,46,57,48,29,4.3,4.1,1.8,2.2,1.9,1.1,10,5,0,0,0,0,161,7.7,9,1,11%,1,2,17,0,0,4,0,1,1,100%,4.7,1.7,6.4,0.08,0.25,8,36.4,33.2,-6.2,8.6,3.8,-1.2,11.1,0.14,0.43,6,4,3,1.07,-0.36,3.25,6.32,2.1,3.48,15.86,46.5,-75.9,122.4,6.8,32.5,-71.3,103.8,5.7,186,3,Upper body,6.8,0.249,0,-2.2
28,Jul 28 '86,Turku,,FIN,FI,73,205,L,2004,1,19,,28,Lauri,Korpikoski,ARI,ARI,,LW,69,6,15,8,21,-27,82,39,42,7.3%,3.7%,1052.1,15.2,1499,21.7,0.70,133,7.61,23.1%,57.7%,80.8%,11,22,33.3%,.7,,,118,141,48,39,15,26,6.7,8.0,2.7,2.2,0.9,1.5,12,5,0,0,0,0,201,1.5,,, ,,1,15,0,0,1,0,0,0,0%,0.1,0.3,0.4,0.01,0.02,5,21.1,22.3,-12.9,-1.3,0.2,0.0,-1.1,-0.02,-0.06,1,0,1,-0.03,-1.43,2.48,0.64,-6.44,-2.59,-7.37,-50.8,60.8,-111.5,-7.9,-43.8,22.9,-66.7,-4.7,186,13,"Facial, Lower body, Upper body",2.5,0.244,0,-5.2
,Nov 28 '85,Etobicoke,ON,CAN,CA,73,210,R,,,,,29,Michael,Kostka,NYR,NYR,,D,7,0,1,0,1,1,7,1,5,0.0%,0.0%,107.7,15.4,154,22.0,0.70,0,0.00,0.0%,16.7%,16.7%,0,0,0.0%,.0,,,15,6,9,1,5,2,8.4,3.3,5.0,0.6,2.8,1.1,0,0,0,0,0,0,15,1.5,,, ,,0,3,0,0,0,0,0,0,0%,0.0,0.3,0.2,0.03,0.11,1,2.6,3.4,-0.9,-0.3,0.3,0.0,0.1,0.01,0.06,0,0,0,0,0.04,0.23,-0.16,0.5,-0.58,0.03,-1.3,-7.7,6.5,3.9,0.2,-2.6,2.7,1.6,35,,,0.122,0,0,0.1
67,Mar 08 '90,Los Angeles,CA,USA,US,68,167,R,2009,6,179,Y,24,Brandon,Kozun,TOR,TOR,,RW,20,2,2,1,4,-3,8,0,8,25.0%,12.5%,158.2,7.9,221,11.1,0.72,11,4.02,33.3%,33.3%,66.7%,1,1,50.0%,.1,,,30,21,4,0,4,7,11.4,8.0,1.5,0.0,1.5,2.7,6,3,0,0,0,0,31,-0.2,,, ,,0,4,0,0,0,0,0,0,0%,0.3,0.1,0.3,0.02,0.11,1,4.1,4.4,-1.6,-0.1,0.2,0.0,0.2,0.01,0.08,0,0,0,-0.01,-0.05,-0.07,-0.82,-0.41,1.48,0.12,-6.2,-10.1,3.9,1.6,-14.1,-5.8,-8.3,-3.3,124,20,Ankle,0.367,0.134,0,0.2
20,Apr 30 '91,Boxford,MA,USA,US,75,226,L,2009,1,19,,23,Chris,Kreider,NYR,NYR,,LW/C,80,21,25,16,46,24,180,74,43,11.7%,7.1%,1256.9,15.7,1749,21.9,0.72,149,7.13,32.8%,39.1%,71.9%,9,12,42.9%,.4,,,85,162,17,74,46,25,4.1,7.7,0.8,3.5,2.2,1.2,88,23,4,1,1,0,271,-2.2,,, ,,7,16,0,1,5,0,0,0,0%,4.2,2.2,6.4,0.08,0.31,5,27.4,22.4,13.6,7.8,3.0,0.0,10.8,0.14,0.52,3,6,4,0.01,0.73,-0.35,7.38,0.01,1.97,9.75,-21.4,27.0,-48.3,-2.7,-12.3,24.7,-36.9,-2.1,186,1,Neck,2.475,0.03,0,6.7
46,Apr 28 '86,Sternberk,,CZE,CZ,72,188,R,2004,2,63,,28,David,Krejci,BOS,BOS,,C,47,7,24,12,31,7,70,32,39,10.0%,5.0%,853.9,18.2,1047,22.3,0.82,101,7.12,17.1%,58.5%,75.6%,316,278,53.2%,20.3,4,2,67,35,29,32,21,20,4.7,2.5,2.0,2.2,1.5,1.4,22,10,0,0,0,0,86,-2.4,5,1,20%,1,1,15,0,0,1,1,0,0,0%,1.9,1.2,3.1,0.07,0.22,5,19.5,15.9,5.9,3.2,2.0,-0.4,4.8,0.10,0.34,1,2,1,0.45,-0.78,0.67,4.01,-1.47,-0.38,2.5,-10.6,34.7,-45.2,-4.0,-16.2,45.7,-61.9,-5.5,186,35,"Hip, Knee, Lower body, Undisclosed",5.25,0.256,0,-5.2
55,Jan 12 '81,Stockholm,,SWE,SE,72,194,L,2000,1,29,,34,Niklas,Kronwall,DET,DET,,D,80,9,35,13,44,-4,101,39,75,8.9%,4.2%,1907.1,23.8,2547,31.8,0.75,99,3.13,11.3%,43.8%,55.0%,1,0,100.0%,.0,,,83,91,106,39,52,11,2.6,2.9,3.3,1.2,1.6,0.3,40,20,0,0,0,0,237,-4.2,2,0,0%,0,2,24,1,2,1,0,0,0,0%,3.6,3.6,7.2,0.09,0.23,6,45.9,45.4,-3.7,6.3,4.8,-0.5,10.5,0.13,0.33,1,1,1,0.01,-1.42,0.5,-0.03,-0.9,1.92,0.08,-54.8,73.9,-128.7,-6.0,-34.9,85.8,-120.6,-5.6,186,1,Lower body,4.75,0.058,0,1.6
47,Apr 12 '91,Livonia,MI,USA,US,69,181,L,,,,,23,Torey,Krug,BOS,BOS,,D,78,12,27,14,39,13,205,88,128,5.9%,2.9%,1528.3,19.6,1927,24.7,0.79,132,5.17,16.7%,37.5%,54.2%,0,0,0.0%,.0,,,129,75,68,88,31,15,5.1,2.9,2.7,3.5,1.2,0.6,20,5,2,0,0,0,165,10.8,6,1,17%,0,0,25,0,3,0,0,0,0,0%,3.9,4.3,8.2,0.11,0.32,5,37.5,29.4,9.9,6.9,3.8,-0.7,10.0,0.13,0.39,0,1,2,0,-0.11,2.17,7.98,-0.92,0.45,9.57,10.2,24.8,-14.6,-0.7,5.9,11.5,-5.7,-0.3,186,4,Finger,1.4,0.068,0,8.2
16,May 27 '90,Stockholm,,SWE,SE,72,186,L,2009,5,149,,24,Marcus,Kruger,CHI,CHI,,C,81,7,10,6,17,-5,126,29,36,5.6%,3.7%,1060.2,13.1,1698,21.0,0.62,149,8.45,38.9%,55.6%,94.4%,357,313,53.3%,13.8,2,1,125,29,50,29,9,30,7.1,1.6,2.8,1.6,0.5,1.7,32,16,0,0,0,0,111,-4.3,,, ,,2,18,0,0,1,0,0,0,0%,-0.3,1.1,0.8,0.01,0.05,4,15.7,21.8,-10.2,0.1,2.9,0.0,3.0,0.04,0.17,0,2,1,0.57,-0.5,0.84,5.71,1.09,-4.89,2.82,113.6,-73.2,186.8,12.8,80.7,-61.9,142.5,9.8,186,1,Illness,1.325,0.016,0,1.4
86,Jun 17 '93,Moscow,,RUS,RU,71,184,L,2011,2,58,,21,Nikita,Kucherov,TBL,TBL,,RW,82,29,36,22,65,38,191,68,62,15.2%,9.0%,1226.0,15.0,1599,19.5,0.77,141,6.90,31.2%,38.7%,69.9%,0,2,0.0%,.0,,,82,65,28,70,47,22,4.0,3.2,1.4,3.4,2.3,1.1,37,11,1,0,1,0,131,2.9,5,2,40%,0,6,15,0,1,2,1,0,1,100%,7.2,2.7,9.9,0.12,0.48,6,33.8,27.8,28.9,12.4,4.9,0.4,17.7,0.22,0.87,3,5,1,-0.01,-0.7,1.94,8.55,-0.41,6.04,15.41,104.9,26.7,78.2,4.7,102.6,36.4,66.2,4.0,185,,,0.889,0,0.182,17.0
61,Jan 06 '94,Edmonton,AB,CAN,CA,73,190,L,2012,4,105,Y,21,Brett,Kulak,CGY,CGY,,D,1,0,0,0,0,0,0,0,1,0.0%,0.0%,19.5,19.5,29,29.0,0.67,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,1,0,0,0,1,0,3.1,0.0,0.0,0.0,3.1,0.0,2,1,0,0,0,0,2,-0.9,,, ,,0,0,0,0,0,0,0,0,0%,0.0,0.0,0.0,0.00,0.00,1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.0,-5.9,5.9,21.4,1.0,-3.1,4.0,14.8,2,,,0.009,0,0.215,0.0
86,Jul 14 '86,Magnitogorsk,,RUS,RU,73,226,L,2006,2,44,,28,Nikolay,Kulemin,NYI,NYI,,LW,82,15,16,7,31,7,115,50,47,13.0%,7.1%,1219.4,14.9,1693,20.6,0.72,84,4.12,35.7%,38.1%,73.8%,7,17,29.2%,.4,,,58,129,58,50,29,53,2.9,6.3,2.9,2.5,1.4,2.6,21,3,1,0,1,0,209,0.3,1,0,0%,0,2,20,0,0,0,1,0,0,0%,1.8,1.4,3.3,0.04,0.16,6,20.2,24.3,2.8,4.6,3.5,-0.3,7.9,0.10,0.39,1,1,1,-0.03,-1.61,2.67,3.8,1.78,0.56,7.17,-13.9,-22.0,8.1,0.5,-22.1,-11.8,-10.3,-0.6,186,,,4.188,0,0,0.2
7,Oct 29 '90,Lipetsk,,RUS,RU,73,204,L,2009,1,14,,24,Dmitry,Kulikov,FLA,FLA,,D,73,3,19,6,22,0,83,35,65,3.6%,1.6%,1555.7,21.3,1905,26.1,0.82,68,2.62,5.3%,33.3%,38.6%,0,0,0.0%,.0,,,210,114,105,35,26,17,8.1,4.4,4.0,1.3,1.0,0.7,48,14,2,0,1,0,269,0.8,1,0,0%,0,1,21,0,0,0,0,0,0,0%,0.9,3.5,4.3,0.06,0.17,4,29.3,33.6,0.8,1.3,4.0,-0.3,5.0,0.07,0.19,1,1,0,0,-0.49,0.65,-1.4,0.8,-1.22,-1.66,26.7,-17.9,44.5,2.3,23.1,-12.2,35.3,1.8,186,5,"Flu, Knee",4.333,0.053,0,-3.0
14,Sep 26 '79,Regina,SK,CAN,CA,72,195,L,,,,,35,Chris,Kunitz,PIT,PIT,,LW,74,17,23,16,40,2,170,64,70,10.0%,5.6%,1323.8,17.9,1722,23.3,0.77,180,8.16,21.5%,29.1%,50.6%,7,6,53.8%,.2,,,111,211,29,64,24,31,5.0,9.6,1.3,2.9,1.1,1.4,56,18,0,2,0,0,296,-8.3,2,0,0%,0,3,19,0,0,5,0,0,0,0%,2.7,1.7,4.3,0.06,0.19,3,34.1,24.0,6.2,1.4,0.8,-0.5,1.7,0.02,0.08,1,3,2,0.03,-1.72,0.91,9.11,3.85,1.69,13.87,49.5,-12.4,61.9,3.6,40.5,-4.2,44.8,2.6,186,8,Foot,3.85,0.376,0,-5.3
92,May 19 '92,Chelyabinsk,,RUS,RU,72,172,L,2010,1,26,Y,22,Evgeny,Kuznetsov,WSH,WSH,,C,80,11,26,17,37,10,127,49,54,8.7%,4.8%,1066.5,13.3,1365,17.1,0.78,155,8.70,21.2%,50.0%,71.2%,304,377,44.6%,14.1,8,2,58,43,15,49,24,32,3.3,2.4,0.8,2.8,1.4,1.8,24,11,0,0,0,0,82,1.2,9,5,56%,2,1,21,1,0,1,0,0,0,0%,2.4,1.6,4.0,0.05,0.23,2,22.3,18.4,6.5,4.7,2.4,2.0,9.1,0.11,0.51,0,1,2,-0.11,-1.2,1,2.2,-0.67,-0.91,0.31,-42.4,28.1,-70.5,-4.7,-32.3,35.6,-67.8,-4.5,186,,,2.825,0,2.85,4.3
16,Dec 12 '85,Maple Ridge,BC,CAN,CA,75,200,L,2004,1,4,,29,Andrew,Ladd,WPG,WPG,,LW,81,24,38,24,62,9,224,82,76,10.7%,6.3%,1625.9,20.1,2152,26.6,0.76,251,9.26,30.8%,48.7%,79.5%,7,13,35.0%,.4,1,1,88,212,38,82,50,26,3.2,7.8,1.4,3.0,1.8,1.0,72,31,2,0,0,0,324,-19.4,10,2,20%,1,5,24,1,1,6,1,0,0,0%,5.3,2.1,7.4,0.09,0.27,7,36.2,33.4,3.2,9.8,3.7,-0.9,12.6,0.16,0.46,4,3,5,-0.02,-2.56,-0.74,11.74,2.17,1.92,12.51,-17.1,7.5,-24.7,-1.3,-26.9,4.2,-31.1,-1.6,186,,,4.4,0,0,4.4
21,Jun 23 '83,Wawota,SK,CAN,CA,74,210,L,2001,6,193,,31,Brooks,Laich,WSH,WSH,,C,66,7,13,7,20,-2,106,29,36,6.6%,4.1%,971.7,14.7,1375,20.8,0.71,114,7.02,25.0%,46.4%,71.4%,87,111,43.9%,4.9,1,0,112,107,53,29,25,25,6.9,6.6,3.3,1.8,1.5,1.5,24,12,0,0,0,0,184,-1.3,1,1,100%,0,0,17,0,0,2,1,0,0,0%,0.3,1.0,1.3,0.02,0.08,5,18.0,22.1,-7.3,0.0,2.5,0.6,3.1,0.05,0.19,1,0,0,-0.04,-0.56,0.86,4.47,0.93,-4.16,1.5,31.4,39.4,-8.1,-0.6,1.3,23.3,-22.1,-1.7,186,15,"Shoulder, Upper body",4.5,0.439,0,-5.3
51,Apr 24 '91,Sundsvall,,SWE,SE,72,186,L,2009,2,40,,23,Anton,Lander,EDM,EDM,,C,38,6,14,6,20,-12,61,14,13,9.8%,6.8%,570.5,15.0,753,19.8,0.76,94,9.91,24.0%,56.0%,80.0%,226,225,50.1%,19.7,3,1,31,59,12,14,18,8,3.3,6.2,1.3,1.5,1.9,0.8,14,7,0,0,0,0,85,-1.9,2,0,0%,0,0,12,1,0,2,0,0,0,0%,1.4,0.2,1.6,0.04,0.17,3,13.0,10.8,-3.9,2.4,0.3,-0.5,2.1,0.06,0.22,1,0,1,0.11,-0.41,0.37,3.4,-2.85,0.85,1.47,32.3,7.7,24.6,3.3,41.1,16.5,24.6,3.3,104,7,Shoulder,0.335,0.051,0,2.0
92,Nov 23 '92,Stockholm,,SWE,SE,73,210,L,2011,1,2,,22,Gabriel,Landeskog,COL,COL,,LW,82,23,36,21,59,-2,214,66,69,10.7%,6.6%,1517.5,18.5,1861,22.7,0.82,193,7.63,29.9%,46.8%,76.6%,16,29,35.6%,.8,,,132,169,73,66,34,52,5.2,6.7,2.9,2.6,1.3,2.1,79,27,3,1,0,0,324,-3.5,3,1,33%,0,2,24,0,0,2,2,0,0,0%,5.0,1.6,6.6,0.08,0.26,8,36.4,30.9,1.4,8.0,2.2,0.1,10.3,0.13,0.41,2,2,2,-0.03,-0.12,-0.1,4.53,2.21,1.97,8.46,78.3,-76.2,154.5,7.7,50.8,-64.2,115.0,5.8,186,,,5.571,0,0,-0.4
40,Mar 29 '85,Saint-Léonard,QC,CAN,CA,74,215,R,2003,2,61,,29,Maxim,Lapierre,PIT,"STL, PIT",45,C,80,2,9,6,11,-15,86,24,22,2.3%,1.5%,856.8,10.7,1318,16.5,0.65,104,7.27,12.5%,56.3%,68.8%,305,277,52.4%,11.6,,,81,153,36,24,8,11,5.7,10.7,2.5,1.7,0.6,0.8,32,16,0,0,0,0,221,-8.0,,, ,,2,19,0,0,0,0,0,0,0%,-1.0,0.3,-0.6,-0.01,-0.04,4,15.4,19.2,-18.5,-2.8,1.6,0.0,-1.2,-0.02,-0.08,0,0,1,0.3,-1.18,0.23,-1.56,-1.54,-3.74,-7.49,-61.3,20.1,-81.4,-13.8,-49.4,20.5,-69.9,-12.0,186,,,1.1,0,0,-2.4
5,Nov 12 '92,Skellefteå,,SWE,SE,75,205,R,2011,1,4,,22,Adam,Larsson,NJD,NJD,,D,64,3,21,9,24,2,91,33,54,3.3%,1.7%,1341.6,21.0,1646,25.7,0.82,110,4.92,9.1%,63.6%,72.7%,0,0,0.0%,.0,,,101,92,120,33,30,21,4.5,4.1,5.4,1.5,1.3,0.9,34,17,0,0,0,0,246,-3.2,,, ,,1,15,0,0,1,0,0,0,0%,1.3,3.7,5.0,0.08,0.22,6,20.5,26.7,3.9,4.0,4.2,0.0,8.2,0.13,0.37,2,3,2,0,-0.36,0.14,-1.35,1.8,-0.09,0.14,45.4,0.3,45.1,2.6,32.6,-13.8,46.4,2.7,186,8,Illness,0.9,0.088,0,7.5
22,Jul 25 '92,Lau,,SWE,SE,71,206,L,2010,2,56,,22,Johan,Larsson,BUF,BUF,,LW,39,6,10,4,16,0,50,22,16,12.0%,6.8%,566.1,14.5,690,17.7,0.82,51,5.36,26.1%,43.5%,69.6%,150,191,44.0%,14.3,12,7,69,59,19,22,12,10,7.3,6.3,2.0,2.3,1.3,1.1,12,6,0,0,0,0,90,2.0,,, ,,2,11,0,0,0,0,0,0,0%,0.9,0.7,1.6,0.04,0.17,5,10.4,7.9,6.7,1.8,0.7,0.0,2.5,0.06,0.26,1,0,1,0.03,0.17,0.48,3.72,0.92,-0.76,4.56,39.0,-23.0,62.0,7.7,24.6,-10.6,35.3,4.4,80,,,0.374,0,0,2.2
