#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
26,Jan 19 '84,Vienna,,AUT,74,205,R,,29,THOMASVANEK,Vanek,Thomas,BUF,BUF,LW,38,20,21,41,-1,119,16.8%,699.4,18.4,801,21.1,0.87,115,9.90,42.6%,44.7%,87.2%,12,8,4,66.7%,0.5,13,4,39,30,34,1.1,0.3,3.3,2.6,2.9,20,10,0,0,0,0,0.2,565.5,14.9,14.34,33.49,30.0%,10,11,3,16,26,2.76,103,33.3%,53.3%,86.7%,10,8,2,80.0%,72,113,32.2%,99,106,35.7%,87,98,32.2%,47.4%,2,202,210,208,16.06596174,0.609,8,1.322,1.936,-8.301,10.7%,.901,911,0.7%,3.30,3.52,30.94,35.45,57.59,65.07,-7.49,30,32,251,290,103,133,136,139,2.66,1.60,2.31,25.32,31.59,45.73,57.85,4.6,34,49,503,621,187,252,305,246,8,8,0,0.85,0.85,0.00,126.3,3.3,3.13,1.98,61.3%,9,2,3,5,14,6.7,12,56.3%,31.3%,87.5%,2,0,2,0.0%,16,3,83,21,35,5,5,40,0,0,7.7,0.2,0.2,5.21,3.7%,1,0,0,0,1,0, ,0,0, ,1,0,0,1,0,2,6,0,0,1,52,19,34,0,5,3,60%,2,7,0,2,2,0,0, ,6,4.9,0.7,5.5,0.14,0.47,22.7,15.4,6.2,7.6,0.2,1,8.7,0.23,0.75,99,0,0,4,"Lower body, Upper body","$7,142,857",$0,-3.0
45,Jun 03 '91,Jyväskylä,,FIN,70,180,R,Y,22,SAMIVATANEN,Vatanen,Sami,ANA,ANA,D,8,2,0,2,3,6,33.3%,126.6,15.8,173,21.6,0.73,0,0.00,28.6%,0.0%,28.6%,#VALUE!, , ,#VALUE!,0.0,2,13,1,1,2,0.9,6.2,0.5,0.5,0.9,0,0,0,0,0,0,0.5,105.3,13.2,12.81,35.42,26.6%,1,0,0,0,1,0.57,0,25.0%,0.0%,25.0%, ,,, ,21,20,38.0%,14,14,25.9%,22,17,36.1%,59.4%,7,43,37,37,14.93571229,-1.12,7,-4.877,-2.499,-6.29,8.0%,.977,985,5.7%,2.34,0.59,29.27,25.18,55.04,56.79,-1.76,4,1,46,42,21,22,32,23,-2.69,1.91,1.48,30.28,28.59,58.87,58.23,-2.4,9,7,134,128,52,54,86,83,0,0,0,0.00,0.00,0.00,20.7,2.6,2.58,2.25,53.4%,1,0,0,0,1,2.9,0,33.3%,0.0%,33.3%, ,,, ,3,0,12,2,7,0,2,9,0,0,0.6,0.1,0.07,5.2,1.3%,0,0,0,0,0,0, ,,, ,0,0,0,2,0,0,0,0,0,0,7,3,1,0,,, ,,1,0,0,0,0,0, ,3,0.3,0.5,0.8,0.10,0.38,2.1,1.7,2.7,0.6,0.6,0,1.1,0.14,0.52,27,0,0,2,Foot,"$113,182","$910,000",1.1
50,Jul 20 '82,St. Agapit,QC,CAN,73,198,L,,31,ANTOINEVERMETTE,Vermette,Antoine,PHX,PHX,C/LW,48,13,8,21,-3,91,14.3%,875.8,18.2,1168,24.3,0.75,36,2.49,40.6%,25.0%,65.6%,839,482,357,57.4%,29.4,63,35,38,7,24,4.3,2.4,2.6,0.5,1.6,36,17,0,0,0,0,2.9,672.0,14.0,13.25,34.46,27.8%,10,3,5,8,18,1.61,36,37.0%,29.6%,66.7%,636,350,286,55.0%,114,106,35.8%,110,84,31.6%,112,88,32.6%,53.1%,5,239,244,197,15.67136134,0.819,9,0.846,-0.405,1.142,8.3%,.921,930,0.4%,2.55,2.45,30.85,31.23,57.17,58.96,-1.79,27,26,300,305,135,133,161,144,-2.93,2.32,2.10,30.62,30.11,58.00,55.83,-4.0,64,58,780,772,361,331,378,394,8,13,5,0.71,1.16,0.45,119.8,2.5,2.35,3.21,42.3%,3,0,0,0,3,1.5,0,60.0%,0.0%,60.0%,126,87,39,69.0%,5,2,79,16,40,5,2,48,1,2,84.1,1.8,1.72,3.47,33.1%,0,0,0,0,0,0,77,45,32,58.4%,0,12,12,63,2,30,37,4,2,0,33,6,43,13,3,0,0%,0,2,0,3,1,0,0, ,7,1.3,0.7,2.0,0.04,0.14,17,19.3,-5,1.7,1.5,-0.9,2.3,0.05,0.16,99,0,0,,,"$3,750,000",$0,-3.4
32,May 13 '86,Lethbridge,AB,CAN,71,183,R,,27,KRISVERSTEEG,Versteeg,Kris,FLA,FLA,RW,10,2,2,4,-8,20,10.0%,168.8,16.9,212,21.2,0.80,0,0.00,40.0%,40.0%,80.0%,#VALUE!, ,5,#VALUE!,0.8,5,3,7,6,7,1.8,1.1,2.5,2.1,2.5,8,4,0,0,0,0,-3.2,139.6,14.0,13.39,35.33,27.5%,2,0,1,1,3,1.29,0,50.0%,25.0%,75.0%,4,0,4,0.0%,24,25,39.5%,18,11,23.4%,26,20,37.1%,62.8%,8,43,42,44,15.97234781,0.542,5,-2.211,-0.436,-1.659,9.8%,.813,822,-9.0%,1.79,5.38,18.37,28.68,37.64,48.39,-10.75,4,12,37,52,19,20,24,24,-14.47,2.89,2.38,30.74,25.30,52.99,50.95,-12.8,17,14,164,135,52,66,85,79,3,0,-3,1.29,0.00,-1.29,25.1,2.5,2.38,3.43,41.0%,0,0,0,1,1,2.4,0,0.0%,100.0%,100.0%,1,0,1,0.0%,1,0,24,1,1,2,0,6,0,0,4.2,0.4,0.42,4.13,9.2%,0,0,0,0,0,0, ,0,0, ,0,1,0,4,0,2,1,1,0,0,6,2,13,1,,, ,,0,0,0,0,0,0, ,3,0.2,-0.1,0.1,0.01,0.04,4.4,4.1,-4.1,-0.2,-0.2,0,-0.3,-0.03,-0.11,99,0,0,38,"Groin, Chest, Lower body","$4,400,000",$0,-7.1
24,Nov 19 '90,Brno,,CZE,74,204,R,,23,TOMASVINCOUR,Vincour,Tomas,COL,"DAL, COL",C/RW,17,2,2,4,-1,12,16.7%,150.6,8.9,228,13.4,0.66,0,0.00,40.0%,40.0%,80.0%,#VALUE!, ,5,#VALUE!,0.5,24,2,4,7,4,9.6,0.8,1.6,2.8,1.6,4,2,0,0,0,0,-1.3,148.3,8.7,8.72,38.68,18.4%,2,0,2,2,4,1.62,0,40.0%,40.0%,80.0%,5,0,5,0.0%,16,25,30.6%,21,21,31.3%,29,22,38.1%,49.4%,6,58,52,35,14.32298474,0.356,7,-1.069,-1.524,-3.721,8.6%,.913,922,-0.1%,2.02,2.43,23.48,27.93,46.55,53.02,-6.48,5,6,53,63,23,32,30,34,-3.77,2.01,2.46,24.82,31.94,53.11,56.85,-2.7,22,27,250,323,132,121,152,178,2,1,-1,0.81,0.40,-0.40,2.3,0.1,0.14,5.2,2.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,3,0,1,0,1,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,5,0,6,0,,, ,,0,0,0,0,0,0, ,3,0.2,0.1,0.4,0.02,0.16,2.5,2.4,0.2,0.6,0.2,0,0.8,0.05,0.32,53,0,0,,,"$350,657","$290,000",0.7
11,Aug 11 '76,Topolcany,,SVK,70,197,L,,37,LUBOMIRVISNOVSKY,Visnovsky,Lubomir,NYI,NYI,D,35,3,11,14,12,69,4.3%,798.2,22.8,910,26.0,0.88,24,1.84,6.4%,23.4%,29.8%,#VALUE!, , ,#VALUE!,0.0,20,52,18,30,13,1.5,3.9,1.4,2.3,1.0,20,10,0,0,0,0,-1.9,653.2,18.7,17.88,32.47,35.5%,2,1,3,4,6,0.55,11,6.1%,12.1%,18.2%, ,,, ,91,94,33.9%,78,70,27.1%,100,113,39.0%,55.6%,5,220,197,208,15.39146787,-0.256,6,-0.671,2.962,2.091,9.3%,.909,918,0.2%,3.16,2.11,33.84,23.11,62.70,47.84,14.86,33,22,320,219,104,106,152,197,10.68,2.22,2.64,30.09,27.03,55.70,58.23,17.4,42,50,528,462,224,246,345,261,7,4,-3,0.64,0.37,-0.28,112.4,3.2,3,1.33,69.3%,1,2,5,7,8,4.3,14,7.1%,50.0%,57.1%, ,,, ,14,0,82,4,31,4,7,47,1,0,32.5,0.9,0.92,3.2,22.3%,0,0,0,0,0,0, ,,, ,0,3,6,25,1,4,8,2,1,0,49,15,25,3,,, ,,0,0,0,0,0,0, ,2,1.0,2.6,3.6,0.10,0.27,18.6,14.2,13.7,1.3,3.1,0,4.4,0.13,0.33,80,0,0,,,"$4,525,253",$0,-2.8
46,Aug 20 '85,St. Louis,MO,USA,71,205,R,,28,JOEVITALE,Vitale,Joe,PIT,PIT,C,33,2,3,5,-7,26,7.7%,314.1,9.5,414,12.5,0.76,47,9.02,40.0%,60.0%,100.0%,257,157,100,61.1%,12.7,45,19,12,1,8,8.6,3.6,2.3,0.2,1.5,17,6,1,0,0,0,-1.6,308.4,9.3,9.29,38.04,19.6%,2,2,1,3,5,0.97,47,40.0%,60.0%,100.0%,251,151,100,60.2%,36,34,26.0%,61,34,35.3%,63,41,38.7%,42.4%,4,99,92,96,14.69875569,-0.184,11,0.651,-5.482,-6.343,4.2%,.907,911,-5.0%,0.98,2.54,23.09,27.40,41.88,59.11,-17.22,5,13,113,127,48,52,110,48,-8.50,3.54,2.20,31.74,30.30,58.84,56.69,-19.4,74,46,590,588,259,249,303,308,5,4,-1,0.97,0.78,-0.19,1.3,0.0,0.04,5.27,0.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,1,1,0,100.0%,0,0,0,0,0,0,0,0,0,0,4.3,0.1,0.13,5.36,2.4%,0,0,0,0,0,0,5,5,0,100.0%,0,0,0,1,0,1,2,0,0,0,6,0,13,0,,, ,,0,0,1,0,0,0, ,3,-0.1,-0.1,-0.2,-0.01,-0.04,5.7,5.5,-9.9,-0.5,-0.3,0,-0.8,-0.02,-0.15,99,0,0,2,Lower body,"$550,000",$0,-0.9
44,Mar 30 '87,Montreal,QC,CAN,73,205,L,,26,MARC-EDOUARDVLASIC,Vlasic,Marc-Edouard,SJS,SJS,D,48,3,4,7,5,59,5.1%,999.6,20.8,1250,26.0,0.80,12,0.74,8.1%,10.8%,18.9%,#VALUE!, , ,#VALUE!,0.0,27,81,31,34,10,1.6,4.9,1.9,2.0,0.6,29,7,1,0,1,0,8.7,870.8,18.1,17.29,31.36,35.5%,3,1,2,4,7,0.48,12,9.1%,12.1%,21.2%, ,,, ,130,118,30.0%,172,117,34.9%,147,144,35.1%,46.2%,2,322,342,283,15.75827733,0.79,1,0.366,0.361,3.133,8.1%,.924,932,0.6%,2.39,2.02,29.35,26.75,59.07,51.91,7.16,33,28,373,342,194,145,203,217,5.22,1.79,2.03,30.29,28.74,59.27,58.75,6.6,45,51,715,670,311,314,439,416,1,7,6,0.07,0.48,0.41,25.4,0.5,0.52,4.98,9.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,2,1,19,6,7,2,3,9,1,2,103.4,2.2,2.03,2.59,43.9%,0,0,0,0,0,0, ,,, ,2,4,10,65,2,32,43,2,3,0,38,2,35,4,,, ,,0,0,0,0,0,0, ,5,-0.1,3.1,3.0,0.06,0.18,17.9,21.4,6.1,-1,3.9,0,3,0.06,0.18,99,0,0,,,"$3,100,000",$0,-1.6
28,Feb 25 '82,Moscow,,RUS,73,225,L,,31,ANTONVOLCHENKOV,Volchenkov,Anton,NJD,NJD,D,37,1,4,5,-1,38,2.6%,594.0,16.1,807,21.8,0.74,17,1.76,5.6%,22.2%,27.8%,#VALUE!, , ,#VALUE!,0.0,51,50,19,10,7,5.2,5.1,1.9,1.0,0.7,37,11,1,0,1,0,-4.1,483.9,13.1,12.9,34.71,27.1%,1,1,3,4,5,0.62,17,7.7%,30.8%,38.5%, ,,, ,62,66,32.7%,65,46,28.3%,79,74,39.0%,53.6%,5,179,147,158,15.4464383,-0.244,7,0.401,0.761,11.166,5.7%,.899,905,-4.4%,1.63,2.39,28.54,23.63,50.53,41.36,9.18,13,19,214,169,88,66,75,87,-2.53,1.82,1.92,25.13,22.71,48.82,40.74,1.1,39,41,499,445,231,178,208,276,12,3,-9,1.49,0.37,-1.12,1.2,0.0,0.03,5.44,0.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,1,0,1,0,0,0,0,2,108.8,2.9,2.79,2.7,50.8%,0,0,0,0,0,0, ,,, ,5,11,19,57,7,29,42,5,0,0,18,0,35,16,,, ,,0,0,0,0,0,0, ,2,0.0,1.4,1.4,0.04,0.14,9,16.3,-3.6,0,3.3,0,3.3,0.09,0.33,99,0,0,,,"$4,250,000",$0,-3.3
24,May 30 '85,Revelstoke,BC,CAN,72,215,L,,28,AARONVOLPATTI,Volpatti,Aaron,WSH,"VAN, WSH",LW/RW,33,1,1,2,-2,21,4.8%,275.1,8.3,385,11.7,0.71,20,4.41,20.0%,20.0%,40.0%,4,1,3,25.0%,0.1,80,10,11,5,4,17.4,2.2,2.4,1.1,0.9,35,5,5,0,0,0,-2.5,271.3,8.2,8.2,38.76,17.5%,1,1,0,1,2,0.44,20,20.0%,20.0%,40.0%,4,1,3,25.0%,29,30,24.7%,47,34,33.9%,57,42,41.4%,42.1%,2,95,95,75,14.76637406,-0.975,15,-0.152,-3.857,-3.786,5.0%,.944,949,-0.6%,1.11,1.55,22.39,27.72,42.57,52.33,-9.76,5,7,96,118,49,40,71,42,-4.33,3.00,2.30,28.90,31.29,55.40,55.96,-9.2,64,49,552,618,247,215,311,318,5,3,-2,1.11,0.66,-0.44,3.8,0.1,0.1,6.05,1.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,2,1,0,0,0,0,0,0,0.1,0.0,0,5.35,0.0%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,5,0,7,0,,, ,,0,0,0,0,0,0, ,3,-0.4,0.2,-0.2,-0.01,-0.04,3.9,3.8,-2.5,-0.9,0.2,0,-0.7,-0.02,-0.15,99,0,0,,,"$600,000",$0,-0.9
93,Aug 15 '89,Kladno,,CZE,74,214,L,,24,JAKUBVORACEK,Voracek,Jakub,PHI,PHI,RW,48,22,24,46,-7,129,17.1%,827.4,17.2,1014,21.1,0.82,113,8.18,36.1%,39.3%,75.4%,5,2,3,40.0%,0.1,20,12,36,25,21,1.5,0.9,2.6,1.8,1.5,35,10,1,1,0,0,1.2,653.6,13.6,13.09,33.52,28.1%,14,9,6,15,29,2.66,87,41.2%,44.1%,85.3%,5,2,3,40.0%,93,116,31.2%,103,109,31.6%,125,124,37.2%,49.6%,9,231,203,243,16.07569209,0.405,7,1.495,2.588,-3.526,10.3%,.857,867,-4.0%,3.25,3.82,31.42,26.74,61.31,54.34,6.97,34,40,295,240,128,116,173,185,11.99,1.94,2.39,26.55,29.87,50.04,60.56,17.5,52,64,660,737,276,378,445,354,6,9,3,0.55,0.83,0.28,172.4,3.6,3.49,2.22,61.1%,8,4,4,9,17,5.9,26,29.6%,33.3%,63.0%, ,0,0, ,27,1,147,21,61,4,9,76,2,0,1.4,0.0,0.03,5.77,0.5%,0,0,0,0,0,0, ,0,0, ,0,1,0,0,0,0,0,0,0,1,64,28,44,1,,, ,,4,0,3,2,0,0, ,5,5.4,0.7,6.1,0.13,0.44,24.5,17.6,0.7,9.3,0.4,0,9.7,0.20,0.70,99,0,0,,,"$4,250,000",$0,3.1
26,Jan 15 '90,Chelyabinsk,,RUS,72,190,R,,23,SLAVAVOYNOV,Voynov,Slava,LAK,LAK,D,48,6,19,25,5,79,7.6%,1070.5,22.3,1401,29.2,0.76,66,3.72,11.3%,35.8%,47.2%,#VALUE!, , ,#VALUE!,0.0,83,48,45,38,8,4.7,2.7,2.5,2.1,0.4,14,7,0,0,0,0,2.6,889.7,18.5,17.7,30.56,36.7%,5,4,7,12,17,1.15,45,12.8%,30.8%,43.6%, ,,, ,132,138,34.4%,134,117,32.0%,140,124,33.6%,51.8%,3,307,304,266,15.74924286,0.429,4,-0.662,-1.825,11.244,8.9%,.911,920,0.0%,2.75,2.26,31.07,25.49,57.63,48.59,9.04,39,32,401,329,176,161,166,200,-3.39,2.21,2.13,29.20,24.01,57.71,42.70,-6.0,54,52,660,535,345,227,230,352,6,4,-2,0.40,0.27,-0.13,100.7,2.1,2.08,2.86,42.1%,1,4,3,7,8,4.8,21,7.7%,53.8%,61.5%, ,,, ,13,1,56,9,43,2,1,42,0,0,80.1,1.7,1.64,3.45,32.2%,0,0,0,0,0,0, ,,, ,1,6,10,42,5,28,36,2,0,0,53,13,41,6,,, ,,0,0,2,0,0,0, ,5,2.2,2.9,5.1,0.11,0.29,23.9,22.6,2.1,4.4,3.7,0,8.1,0.17,0.45,99,0,0,,,"$816,666",$0,7.5
17,Jun 13 '81,Mlada Boleslav,,CZE,73,194,R,,32,RADIMVRBATA,Vrbata,Radim,PHX,PHX,RW,34,12,16,28,6,106,11.3%,622.5,18.3,775,22.8,0.80,85,8.20,36.4%,48.5%,84.8%,32,10,22,31.3%,1.6,26,14,34,11,18,2.5,1.3,3.3,1.1,1.7,14,7,0,0,0,0,-5.7,502.2,14.8,14.17,33.3,29.9%,9,4,2,6,15,1.79,53,45.0%,30.0%,75.0%,25,7,18,28.0%,80,100,41.3%,57,52,25.0%,73,74,33.7%,62.3%,9,198,144,134,16.02748156,1.142,6,1.757,0.734,1.681,7.6%,.947,954,2.3%,2.49,1.74,32.75,32.63,61.65,58.66,2.99,20,14,243,248,114,94,115,118,0.03,2.28,2.23,30.26,30.74,55.64,58.66,6.0,43,42,528,538,230,257,270,249,5,2,-3,0.60,0.24,-0.36,110.4,3.2,3.03,2.67,53.2%,2,5,3,10,12,6.5,33,16.7%,83.3%,100.0%,7,3,4,42.9%,12,1,66,5,33,8,4,46,2,0,9.9,0.3,0.29,4.99,5.5%,1,0,0,0,1,0, ,0,0, ,1,1,3,4,1,0,4,1,0,0,36,15,16,1,6,2,33%,0,1,0,1,0,0,0, ,5,2.7,0.9,3.6,0.11,0.35,14.6,9.7,6.1,5.1,1,-0.1,5.9,0.17,0.57,99,0,0,14,Foot,"$3,000,000",$0,1.5
29,Aug 06 '84,Anchorage,AK,USA,73,207,R,,29,TIMWALLACE,Wallace,Tim,CAR,CAR,RW,28,1,1,2,-9,20,5.0%,280.8,10.0,430,15.4,0.65,27,5.70,33.3%,33.3%,66.7%,30,9,21,30.0%,1.7,69,4,10,3,4,14.7,0.9,2.1,0.6,0.9,17,1,1,0,1,0,5.5,253.7,9.1,9.01,40.25,18.3%,1,1,0,1,2,0.47,27,33.3%,33.3%,66.7%,30,9,21,30.0%,35,49,35.1%,33,34,28.0%,45,43,36.8%,55.6%,8,89,83,67,15.23837951,0.155,10,-1.486,-0.476,3.042,3.8%,.898,902,-6.4%,0.71,2.85,19.03,28.06,45.43,51.61,-6.18,3,12,77,106,44,49,50,67,-12.15,3.51,2.45,31.84,32.16,60.53,61.06,-5.7,66,46,532,558,237,269,274,302,2,7,5,0.47,1.66,1.18,0.8,0.0,0.03,4.52,0.7%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,0,0,1,26.3,0.9,0.94,3.79,19.9%,0,0,0,0,0,0, ,0,0, ,0,4,2,20,0,6,7,2,0,0,3,0,16,4,,, ,,0,0,0,0,0,0, ,2,-0.5,-0.1,-0.6,-0.02,-0.13,4.4,5.3,-8,-1.1,-0.3,0,-1.4,-0.05,-0.30,66,0,0,1,Upper body,"$466,667",$0,-1.6
23,Jan 29 '87,Sodertalje,,SWE,73,200,L,,26,TOMWANDELL,Wandell,Tom,DAL,DAL,C,18,1,0,1,0,14,7.1%,152.0,8.4,232,12.9,0.65,0,0.00,33.3%,0.0%,33.3%,111,46,65,41.4%,10.2,15,9,7,6,8,5.9,3.6,2.8,2.4,3.2,4,2,0,0,0,0,1.7,144.1,8.0,8.01,38.77,17.1%,1,0,0,0,1,0.42,0,33.3%,0.0%,33.3%,104,41,63,39.4%,15,17,29.4%,12,20,29.4%,15,30,41.3%,50.0%,5,54,54,35,14.44762679,-1.822,11,1.445,0.028,-2.714,5.6%,.956,961,1.1%,1.25,1.25,22.47,28.30,50.77,54.93,-4.16,3,3,51,65,29,35,29,39,-0.09,2.58,2.24,26.65,32.67,53.31,61.73,4.3,30,26,280,354,134,157,181,176,1,3,2,0.42,1.25,0.83,1.7,0.1,0.1,5.51,1.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,4,3,1,75.0%,0,0,2,0,0,0,0,0,0,1,6.1,0.3,0.34,6.03,5.3%,0,0,0,0,0,0,3,2,1,66.7%,0,0,2,5,0,0,1,0,1,0,3,0,3,0,,, ,,0,0,1,0,0,0, ,4,-0.2,0.2,-0.1,-0.01,-0.04,2.1,2,0.2,-0.5,0.2,0,-0.3,-0.02,-0.12,67,0,0,,,"$604,015",$0,-0.8
42,Dec 02 '80,North York,ON,CAN,73,226,R,,33,JOELWARD,Ward,Joel,WSH,WSH,RW,39,8,12,20,7,52,15.4%,590.0,15.1,774,19.8,0.76,48,4.91,27.6%,41.4%,69.0%,65,38,27,58.5%,2.7,37,28,16,7,16,3.8,2.8,1.6,0.7,1.6,12,6,0,0,0,0,0.2,465.9,11.9,11.73,36.2,24.5%,6,4,6,10,16,2.06,38,26.1%,43.5%,69.6%,35,21,14,60.0%,60,61,28.0%,82,67,34.5%,80,82,37.5%,44.8%,7,154,183,131,15.32216936,-0.225,11,-0.43,0.035,-3.12,10.5%,.931,941,3.5%,3.02,1.97,28.85,28.33,53.25,52.20,1.05,23,15,197,201,68,69,113,118,4.89,2.17,2.38,26.56,30.77,53.85,56.57,3.8,51,56,574,668,282,259,348,360,6,6,0,0.77,0.77,0.00,74.8,1.9,1.8,3.62,33.2%,1,1,0,2,3,2.4,10,20.0%,40.0%,60.0%,22,12,10,54.5%,5,2,45,9,17,3,3,28,0,0,49.3,1.3,1.26,4.06,23.7%,1,0,0,0,1,0,8,5,3,62.5%,1,4,6,40,1,13,32,6,0,1,30,6,21,4,,, ,,1,0,1,0,0,0, ,5,1.4,0.8,2.3,0.06,0.23,12.3,12,5.2,2.8,1.4,0,4.2,0.11,0.43,99,0,0,9,Knee,"$3,000,000",$0,-0.2
48,Dec 07 '84,St. Isidore,ON,CAN,76,218,L,,29,FRANCISWATHIER,Wathier,Francis,DAL,DAL,LW,1,0,0,0,0,0,0.0%,5.7,5.7,11,11.0,0.52,0,0.00,0.0%,0.0%,0.0%,#VALUE!, ,2,#VALUE!,3.4,5,0,0,2,1,52.9,0.0,0.0,21.2,10.6,0,0,0,0,0,0,1.0,5.7,5.7,5.67,44.35,11.3%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,2,0,2,0.0%,1,1,28.6%,1,2,42.9%,1,1,28.6%,40.0%,3,5,1,2,13.31592324,-2.642,11,-6.227,-2.567,-6.295,0.0%,1.000,1000,0.0%,0.00,0.00,10.58,21.16,31.75,42.33,-10.58,0,0,1,2,1,1,1,1,-8.20,0.00,4.06,27.06,33.82,54.11,60.88,-3.8,0,3,20,22,11,8,12,9,0,1,1,0.00,10.59,10.59,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,0,0,0,0,,, ,,0,0,0,0,0,0, ,3,0.0,0.0,0.0,0.00,0.00,0.1,0,0,0,0,0,0,0.00,0.00,5,0,0,,,"$29,040",$0,0.0
52,Jan 13 '92,Ann Arbor,MI,USA,76,193,R,Y,21,AUSTINWATSON,Watson,Austin,NSH,NSH,LW/RW,6,1,0,1,-2,4,25.0%,76.2,12.7,108,18.0,0.71,0,0.00,50.0%,0.0%,50.0%,44,19,25,43.2%,13.9,2,2,4,3,3,1.6,1.6,3.1,2.4,2.4,0,0,0,0,0,0,-0.1,67.1,11.2,11.18,41.51,21.2%,1,0,0,0,1,0.89,0,50.0%,0.0%,50.0%,42,18,24,42.9%,6,8,27.5%,7,7,27.5%,9,14,45.1%,50.0%,8,19,14,20,14.03107443,-2.761,15,-1.876,-0.438,-5.693,6.3%,.840,846,-9.8%,1.79,3.58,28.62,22.36,48.30,50.09,-1.79,2,4,30,21,9,16,15,13,1.94,1.69,3.37,26.02,28.19,48.18,50.35,0.4,7,14,101,103,35,39,53,57,0,0,0,0.00,0.00,0.00,6.1,1.0,1.02,2.29,30.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,2,1,1,50.0%,0,0,1,0,5,1,0,4,0,0,3.0,0.5,0.51,3.16,13.9%,0,0,0,0,0,0, ,0,0, ,0,0,0,4,0,0,2,0,0,0,2,0,4,0,,, ,,0,0,0,0,0,0, ,1,0.0,0.0,0.0,0.00,0.00,1.7,1.7,-1.6,-0.3,0.1,0,-0.2,-0.03,-0.16,11,0,0,,,"$90,185","$300,000",-0.3
